5,1839.9,181.7,9.0711,1838,181,4,2,3.7323,1.7057,5.1524,1838,181
4,789.25,237.75,7.0711,788,237,3,2,3.1915,1.5958,18.435,788,237
6,806.33,244.33,8.4853,805,243,3,3,3.1405,2.4326,135,805,243
6650,1832.1,366,336.92,1780,317,98,96,92.257,91.777,68.387,1826,317
5,2621.3,339.9,7.0711,2620,339,3,2,3.1443,2.0247,18.435,2620,339
176,2284,466.81,55.598,2274,459,20,16,22.059,10.159,32.738,2287,459
236,2647.6,485.82,56.527,2640,476,16,19,18.378,16.35,88.757,2646,476
8,558.25,488.12,11.899,556,486,4,4,3.921,2.5978,36.77,558,486
15,2899.9,494.23,14.728,2897,492,6,4,6.2674,3.0473,16.105,2900,492
9,2643.5,499.06,16.485,2642,496,3,7,6.5577,1.7474,93.333,2642,496
9,3289.5,529.72,12.485,3288,527,3,5,5.0658,2.2621,72.652,3289,527
136,1805.3,641.6,44.87,1799,633,13,15,14.134,12.251,79.089,1806,633
4,2897.5,646.75,7.0711,2896,646,3,2,2.7339,1.8629,0,2896,646
17,3597.9,690.79,14.485,3596,688,4,5,5.2548,4.1191,99.394,3597,688
4,2338.8,702.5,7.6569,2338,701,2,3,2.7339,1.8629,90,2338,701
11,1349,715.14,11.314,1347,713,4,4,3.9936,3.507,18.435,1349,713
34,3095.8,761.26,24.971,3091,758,10,6,10,4.329,151.23,3091,758
7,2178.9,765.5,11.071,2177,763,3,4,4.1342,2.1558,62.769,2179,763
927,3209.7,835.85,116.47,3193,818,35,35,35.013,33.71,118.13,3206,818
8,3295.4,889.38,9.0711,3294,888,3,3,3.5376,2.8794,45,3294,888
4,2153,906,5.6569,2152,905,2,2,2.2568,2.2568,0,2152,905
8,3405.9,1041.4,10.485,3404,1040,4,3,4.2706,2.3851,146.98,3404,1040
16,1303.2,1078.6,14.142,1301,1076,5,5,4.683,4.3502,29.233,1303,1076
23,1307.3,1087.1,17.899,1304,1085,7,4,7.0575,4.1494,10.248,1306,1085
10,1315,1093.5,10.485,1313,1092,4,3,4.4442,2.865,153.43,1313,1092
6,1337,1095.5,7.6569,1336,1094,2,3,3.3851,2.2568,90,1336,1094
16,1943.6,1105.1,15.899,1940,1103,6,4,5.7238,3.5591,168.55,1943,1103
1153,3725.6,1140.6,144.47,3707,1120,36,42,43.157,34.016,103.58,3726,1120
21,1302.1,1127,16.142,1300,1124,5,6,5.8553,4.5664,93.709,1301,1124
6,1264.3,1141.7,11.071,1262,1141,5,2,4.7897,1.595,4.7312,1262,1141
6,1365.5,1153,7.6569,1364,1152,3,2,3.3851,2.2568,0,1364,1152
15,1346.6,1162,13.314,1344,1160,5,4,4.6404,4.1157,14.036,1345,1160
38,1389.9,1172.1,22.728,1387,1168,6,8,8.4576,5.7207,62.576,1390,1168
21,1331.9,1176.3,16.485,1330,1173,4,6,6.3264,4.2264,95.113,1331,1173
8,2123.4,1176.4,9.0711,2122,1175,3,3,3.5376,2.8794,45,2122,1175
25,1382.3,1191.1,17.899,1380,1188,5,6,6.418,4.9596,80.459,1381,1188
4,3409,1281,5.6569,3408,1280,2,2,2.2568,2.2568,0,3408,1280
7,3729.5,1299.8,10.485,3728,1298,3,4,4.5663,1.9518,123.4,3728,1298
4,3581.5,1302,8.8284,3581,1300,1,4,4.5135,1.1284,90,3581,1300
8,768.62,1329.6,9.0711,767,1328,3,3,3.5376,2.8794,45,768,1328
4,3726.2,1344.8,7.0711,3725,1344,3,2,3.1915,1.5958,18.435,3725,1344
9,2724.8,1350.4,9.8995,2723,1349,4,3,3.919,2.924,159.7,2723,1349
11924,1997.8,1419.9,451.83,1934,1358,126,122,125.93,120.56,33.974,1994,1358
8,1754.5,1405.1,11.071,1752,1404,5,2,4.7685,2.1361,0,1753,1404
96,3729.5,1421,41.213,3725,1414,9,16,16.104,7.5901,71.157,3729,1414
4,2090,1420,5.6569,2089,1419,2,2,2.2568,2.2568,0,2089,1419
4,3542.2,1422.2,7.6569,3541,1421,2,3,3.1915,1.5958,108.43,3541,1421
5083,1384.9,1468.4,297.46,1344,1428,83,80,81.891,79.031,164.15,1390,1428
6793,1765.5,1476.5,328.78,1718,1430,98,94,98.004,88.253,148.55,1742,1430
17,1714.7,1455,17.071,1713,1451,3,7,7.132,3.0349,80.827,1715,1451
9,2209.1,1476.9,11.899,2207,1475,4,4,4.3866,2.6123,121.05,2208,1475
7904,3060.4,1534.8,381.3,3012,1481,100,104,101.31,99.331,91.877,3060,1481
7,2014.5,1483.5,8.4853,2013,1482,3,3,3.772,2.3629,135,2013,1482
134,821.69,1494.7,42.284,815,1488,14,13,13.197,12.928,4.3418,820,1488
9,3418.3,1489.8,10.485,3417,1488,3,4,3.6853,3.1094,82.372,3417,1488
7,3145.4,1501.2,9.0711,3144,1500,3,3,3.5067,2.5416,30.473,3144,1500
4,2574,1503,5.6569,2573,1502,2,2,2.2568,2.2568,0,2573,1502
17,1408.8,1506.8,14.728,1406,1504,5,5,5.201,4.1617,45,1409,1504
10,3182.1,1532.8,15.657,3178,1532,7,2,7.157,1.779,173.49,3178,1532
4,3172,1543,5.6569,3171,1542,2,2,2.2568,2.2568,0,3171,1542
4,993,1548.5,7.6569,992,1547,2,3,3.2164,1.5834,121.72,992,1547
2047,1194.3,1640,201.14,1160,1613,60,51,54.341,47.962,5.2507,1194,1613
4717,2770.4,1897.6,319.5,2729,1850,79,90,80.657,74.461,70.865,2774,1850
24,880,1858.9,17.314,877,1856,6,5,6.3557,4.8079,180,879,1856
4206,2935.9,1913.5,244.94,2899,1877,73,73,73.717,72.646,65.849,2925,1877
9,2908.9,1885.4,13.314,2907,1883,4,5,4.1152,2.7846,66.199,2909,1883
22,889.64,1917.1,18.142,886,1914,7,5,6.3003,4.446,172.25,889,1914
291,1806.9,2014.7,65.355,1796,2006,22,18,21.395,17.317,2.3978,1806,2006
18,1827.7,2038.1,16.728,1825,2035,5,6,7.1351,3.212,48.303,1828,2035
15483,1994.7,2222.5,501.91,1921,2150,150,148,145.24,135.74,32.479,2008,2150
4841,896.38,2214.4,296.05,857,2172,81,84,81.087,76.014,115.55,889,2172
9,1757.8,2229.6,9.8995,1756,2228,4,3,3.919,2.924,20.301,1757,2228
5,872.9,2250.7,7.6569,872,2249,2,3,3.1443,2.0247,108.43,872,2249
1717,655.9,2329,158.75,632,2304,49,48,47.732,45.801,4.8733,657,2304
5,2653.1,2345.3,7.6569,2652,2344,2,3,3.1443,2.0247,108.43,2652,2344
7,1813.8,2349.6,9.0711,1812,2348,3,3,3.5067,2.5416,59.527,1813,2348
7,1375.5,2466.2,10.485,1374,2464,3,4,4.5663,1.9518,123.4,1374,2464
159,1542,2486.6,48.042,1534,2479,15,14,14.552,13.912,173.21,1542,2479
9,1175.8,2482.4,9.8995,1174,2481,4,3,3.919,2.924,159.7,1174,2481
6,1133,2552,9.6569,1132,2550,2,4,3.9878,1.9157,71.565,1133,2550
8,1988.6,2557.4,9.0711,1987,2556,3,3,3.5376,2.8794,135,1987,2556
5,1796.7,2620.1,7.6569,1795,2619,3,2,3.1443,2.0247,18.435,1796,2619
18,1489.5,2623.4,14.728,1487,2621,5,5,5.7595,3.9792,144.72,1487,2621
6,1842.5,2703.7,8.4853,1841,2702,3,3,3.7176,2.055,36.87,1843,2702
5,1560.1,2771.9,9.0711,1558,2771,4,2,4.0762,1.5618,159.01,1558,2771
32,1513.9,2904.7,19.556,1511,2901,6,7,6.9244,5.8841,69.706,1513,2901
6,1512.8,2993,9.6569,1512,2991,2,4,3.7176,2.055,90,1512,2991
23376,1695.6,3299,741.68,1585,3200,199,187,193.43,153.87,139.85,1663,3200
5,2515.1,3224.3,9.0711,2513,3223,4,2,3.7323,1.7057,5.1524,2515,3223
6492,2427.7,3292.9,370.72,2376,3249,109,89,99.142,83.374,178.87,2409,3249
4400,2338.5,3296.3,252.01,2303,3258,71,80,79.295,70.651,84.218,2327,3258
39,2493.9,3307.9,24.971,2489,3305,10,6,9.9297,5.0008,18.811,2494,3305
4,2385,3322,5.6569,2384,3321,2,2,2.2568,2.2568,0,2384,3321
4,1687.5,3387,7.0711,1686,3386,3,2,3.2164,1.5834,31.717,1687,3386
10,2274.2,3398.3,11.071,2272,3397,4,3,4.4559,2.8574,161.78,2272,3397
2332,2298.6,3480.6,186.65,2270,3452,56,56,55.142,53.847,128.27,2299,3452
505,1981.5,3585.1,83.255,1969,3573,26,25,26.273,24.473,142.75,1975,3573
56,2470.3,3617.8,27.314,2466,3614,8,8,8.6398,8.2527,123.5,2467,3614
13,1749.9,3709.3,16.485,1746,3708,7,3,6.5477,2.5279,162.39,1746,3708
6,2794,3901.5,12.243,2791,3901,6,1,6.7703,1.1284,0,2791,3901
5,2777.7,3904.1,7.6569,2776,3903,3,2,3.1443,2.0247,18.435,2777,3903
6,2633.5,3977,7.6569,2632,3976,3,2,3.3851,2.2568,0,2632,3976
10,2712.4,3993.7,11.071,2711,3992,3,4,4.0494,3.1443,63.435,2711,3992
5,2700.7,3998.1,9.6569,2700,3996,2,4,3.7323,1.7057,95.152,2700,3996
