2597,2603.6,319.09,195.24,2574,289,60,58,58.502,56.521,176.34,2603,289
9,2686.8,713.72,10.485,2685,712,4,3,3.6853,3.1094,172.37,2686,712
22,4005.7,806.86,17.314,4003,804,5,6,6.0186,4.6541,87.796,4004,804
13,4011.3,810.04,12.485,4009,808,4,4,4.3592,3.797,76.224,4010,808
23,2067.8,820.15,17.314,2065,818,6,5,5.9653,4.9091,1.8321,2065,818
12,4058.8,821,11.314,4057,819,4,4,4.4239,3.4537,142.76,4057,819
54,2110.7,827,27.556,2107,823,8,9,8.9028,7.7228,66.359,2108,823
10,4023.3,829.4,11.071,4021,828,4,3,4.0494,3.1443,153.43,4021,828
26,2159.1,848.23,18.971,2156,845,6,6,5.7969,5.7107,26.565,2158,845
4254,3554,954.9,276.98,3517,917,73,80,76.8,70.525,113.02,3546,917
12,2691.8,947.08,11.899,2690,945,4,4,4.4245,3.4533,57.933,2691,945
9,2726.2,957.83,11.071,2724,956,4,3,4.4884,2.553,13.283,2727,956
9,2710.5,965.5,9.6569,2709,964,3,3,3.3851,3.3851,0,2709,964
93,3108.8,1001.4,39.213,3104,995,11,12,12.781,9.2647,128.75,3104,995
12226,4728.7,1101.4,475.29,4668,1033,142,132,134.12,116.06,137.2,4725,1033
68,2595.5,1050.4,28.971,2591,1046,9,9,9.4328,9.1786,153.43,2593,1046
74,2583.7,1052.3,31.556,2579,1048,10,9,10.752,8.7627,139.5,2579,1048
12,2115,1052.2,11.899,2113,1050,4,4,4.4239,3.4537,127.24,2114,1050
11,2619.5,1055.5,12.485,2618,1053,3,5,4.5352,3.0882,90,2619,1053
25,2590.6,1060.3,17.314,2588,1057,5,6,5.9785,5.3242,113.58,2590,1057
27,2643.5,1065.4,18.142,2640,1063,7,5,7.0318,4.8889,170.71,2641,1063
19,5193.7,1076.3,15.899,5192,1073,4,6,6.0223,4.017,102.98,5192,1073
19,5228.5,1091.8,17.314,5225,1090,7,4,7.4642,3.241,15.509,5228,1090
12,4397.8,1123.9,13.899,4396,1121,4,5,4.7456,3.2196,133.34,4396,1121
2042,3366.8,1183.6,169.68,3342,1157,50,53,54.02,48.129,68.303,3365,1157
15,1978.4,1189.1,13.899,1976,1187,5,4,5.4053,3.5333,21.856,1978,1187
15,1919.9,1197.1,14.485,1918,1195,4,5,5.1629,3.6992,87.55,1918,1195
167,5266,1218,48.042,5259,1210,14,15,15.919,13.357,119.79,5262,1210
5993,4011.1,1261.2,301.08,3967,1218,88,85,89.496,85.261,28.396,4007,1218
12534,1756.5,1305.1,452.66,1689,1246,131,125,131.96,120.94,37.047,1779,1246
2,5529.5,1270,4.8284,5529,1269,1,2,2.2568,1.1284,90,5529,1269
11729,5331.1,1403.7,437.45,5270,1344,128,117,129.08,115.7,20.044,5325,1344
9,4574.6,1347.3,11.899,4572,1346,5,3,4.5714,2.5067,172.66,4573,1346
13,3262.4,1383.8,13.071,3261,1381,3,5,5.0255,3.2936,100.64,3261,1381
12,4303.9,1389.1,13.314,4302,1387,4,5,4.3237,3.5338,68.109,4303,1387
15,3254.9,1393.1,13.071,3253,1391,4,4,4.6591,4.0992,135,3253,1391
89,2917,1425.1,34.627,2912,1419,10,12,11.181,10.135,104.08,2916,1419
143,2888.2,1442.3,44.87,2881,1436,14,13,14.027,12.98,4.8874,2885,1436
1991,1994.1,1475.2,169.1,1967,1450,54,49,54.079,46.876,15.691,1999,1450
12,5751.1,1454.4,18.485,5748,1451,6,5,4.1624,3.6707,56.24,5751,1451
1211,4941.7,1509,141.78,4922,1487,39,43,41.02,37.588,89.392,4946,1487
14,2375.3,1595.9,13.899,2373,1594,5,4,5.7565,3.0966,33.69,2375,1594
4293,3140.6,1709.6,258.01,3105,1671,72,79,81.245,67.278,125.16,3135,1671
5153,3883.4,1754.5,282.15,3842,1713,84,83,85.06,77.134,146.76,3873,1713
12313,1569.7,1855.5,434.32,1500,1797,139,121,138.13,113.5,157.19,1546,1797
2004,5610,1886.1,176.85,5586,1861,49,51,54.471,46.843,130.65,5593,1861
5243,3377.6,1949.8,291.12,3333,1907,89,86,87.176,76.576,135.96,3377,1907
1242,2651.9,1928.6,134.12,2631,1910,43,39,41.451,38.15,171.55,2652,1910
46,5548.1,1926.2,25.314,5544,1923,8,7,7.9105,7.404,173.16,5545,1923
32,3409.6,1985.7,24.971,3406,1981,7,9,10.602,3.8431,56.76,3410,1981
4092,5267.3,2021.8,246.35,5232,1984,75,75,73.595,70.794,170.73,5254,1984
52,6085.9,2081.1,26.971,6081,2077,9,8,9.3489,7.0819,147.42,6084,2077
18,6107.6,2093.4,15.314,6105,2091,5,5,5.2377,4.3756,11.199,6107,2091
20,2584.2,2102.6,15.899,2582,2100,5,5,5.4464,4.6755,69.09,2583,2100
1202,2328.9,2120.1,130.12,2308,2101,43,37,43.737,34.992,159.86,2318,2101
12,2352,2113.5,13.899,2349,2112,6,3,5.8342,2.6188,156.58,2349,2112
50,2782.7,2123.1,25.556,2779,2119,8,8,8.1959,7.7675,69.857,2781,2119
21,6008.4,2148,18.485,6006,2145,4,7,7.5609,3.5363,102.65,6006,2145
3575,5062.1,2178.8,236.94,5024,2146,74,68,70.671,64.408,166.29,5054,2146
2549,2124.2,2184.3,199.97,2095,2155,62,56,61.136,53.087,159.22,2117,2155
34,6006.5,2198.3,25.556,6004,2194,5,10,9.3311,4.6393,84.308,6006,2194
9,6026.2,2196.6,10.485,6024,2195,4,3,3.919,2.924,159.7,6025,2195
11766,2715.6,2279.6,425.24,2649,2218,132,124,129.86,115.36,146.92,2715,2218
200,2650.1,2300.6,103.3,2634,2283,31,35,38.905,6.5454,128.15,2634,2283
180,5065.7,2292.3,51.355,5057,2285,17,15,16.84,13.61,153.49,5060,2285
12,2353.6,2313.8,12.485,2351,2312,5,3,5.1793,2.95,4.8367,2353,2312
20,2676.8,2333.2,17.899,2674,2331,5,6,5.7123,4.4579,111.91,2674,2331
825,6091.9,2366.9,133.68,6074,2347,37,39,37.624,27.919,138.93,6088,2347
17,3061.1,2368.6,13.899,3059,2366,4,5,5.2289,4.1395,105.17,3060,2366
304,2723.1,2475.7,65.355,2713,2466,20,20,21.556,17.956,44.667,2722,2466
22,3266.5,2472.6,16.485,3264,2470,5,5,6.0063,4.6636,40.583,3266,2470
63,3348.8,2482.6,31.213,3344,2478,10,10,9.0887,8.8257,160.5,3347,2478
21624,2116.3,2600.5,590.88,2027,2518,174,167,170.37,161.6,179.8,2096,2518
32,3322.8,2537.6,20.728,3319,2535,7,6,6.9398,5.871,22.146,3320,2535
36,3306.9,2539.8,22.385,3303,2536,7,8,7.342,6.243,86.067,3306,2536
15,3205.2,2548.2,13.314,3203,2546,5,4,4.7748,3.9999,14.527,3204,2546
23,3389.5,2550.5,16.485,3387,2548,5,5,5.9336,4.9353,45.001,3388,2548
11,3234.1,2551.6,11.071,3232,2550,4,3,4.3837,3.195,15.071,3233,2550
23,3224.9,2556.5,17.314,3222,2554,6,5,5.58,5.2481,31.099,3223,2554
49,3189.1,2565.7,24.142,3185,2562,8,7,8.5011,7.3389,7.6562,3187,2562
72,3073.4,2615.2,32.971,3070,2610,8,12,12.293,7.4574,76.101,3071,2610
9576,2672.7,2795.2,395.65,2615,2740,115,108,113.16,107.75,177.14,2672,2740
11,3146.4,2931.9,11.071,3145,2930,3,4,4.3837,3.195,74.929,3145,2930
314,2236.4,2950.8,65.355,2226,2941,20,20,20.429,19.57,150.38,2233,2941
10998,2997.4,3001.6,436.42,2934,2945,124,123,121.83,114.94,137.18,2982,2945
111,2345.5,3084.2,41.456,2339,3078,12,14,14.25,9.9176,113.01,2341,3078
208,3364.9,3105.7,52.87,3357,3098,17,15,17.464,15.165,152.93,3360,3098
11,2363.6,3123.1,13.899,2362,3121,4,5,4.5315,3.0907,55.706,2363,3121
63,2342.6,3143.2,28.042,2338,3138,9,10,9.1892,8.7291,78.108,2342,3138
15411,3067.9,3246.6,530.84,2995,3174,146,143,142.45,137.75,173.71,3063,3174
11,3083.4,3313.9,11.071,3082,3312,3,4,4.3837,3.195,74.929,3082,3312
4352,3853.8,3421.8,252.11,3817,3383,75,76,77.409,71.582,142.38,3847,3383
9,4657.8,3432.9,10.485,4656,3431,3,4,4.1957,2.7312,96.047,4657,3431
77,4291.8,3443.4,31.799,4287,3438,10,10,10.261,9.5547,34.005,4290,3438
