Results of individual 3D analysis
Dataset name, F:\microCT\Axial\AX13_RC03\AX13_RC03_Rec_20160908\ReconstructedAnalysis_20160909\VOI_new\ax13_rc03__rec0000
Number of objects, 2869
#,Object volume,Object surface,Volume of pores,Surface of pores,Porosity,Number of pores,Centroid x,Centroid y,Centroid z,Structure model index,Volume-equivalent sphere diameter,Surface-equivalent sphere diameter,Sauter diameter,Sphericity,Density,
,Obj.V,Obj.S,Po.V,Po.S,Po,Po.N,Crd.X,Crd.Y,Crd.Z,SMI,ESDv,ESDs,Sau.Dm,Sph,Dens,
,um^3,um^2,um^3,um^2,,,um,um,um,,um,um,um,,Index,
116,79.90520,152.43224,0.00000,0.00000,0.0000,0,3854.65804,2724.13630,988.62455,2.17624,5.34391,6.96568,3.14521,0.58856,n/a,
117,604.91610,403.93053,0.00000,0.00000,0.0000,0,2150.66935,3006.42689,995.78053,3.28619,10.49298,11.33910,8.98545,0.85633,n/a,
118,1307.18149,641.82244,0.00000,0.00000,0.0000,0,2075.13549,2882.17671,997.73149,3.46423,13.56581,14.29330,12.22003,0.90080,n/a,
119,236.90203,206.22567,0.00000,0.00000,0.0000,0,2121.12723,2941.47058,995.64544,3.40218,7.67697,8.10208,6.89251,0.89782,n/a,
120,295.00211,242.11618,0.00000,0.00000,0.0000,0,2119.50896,2973.72948,996.65782,3.37231,8.25928,8.77884,7.31059,0.88514,n/a,
121,7302.32208,2000.02684,0.00000,0.00000,0.0000,0,2196.96379,2989.90835,1005.64368,3.48999,24.07063,25.23149,21.90667,0.91010,n/a,
122,143.49173,149.90781,0.00000,0.00000,0.0000,0,2049.16242,2930.57133,999.98768,3.35978,6.49545,6.90776,5.74320,0.88419,n/a,
123,430.75653,338.93194,0.00000,0.00000,0.0000,0,2198.78812,3069.27557,1002.27071,3.12692,9.37010,10.38679,7.62554,0.81382,n/a,
124,130.40866,143.82447,0.00000,0.00000,0.0000,0,2083.93696,2950.80199,1001.49827,3.28162,6.29172,6.76615,5.44033,0.86468,n/a,
125,110.15100,130.69256,0.00000,0.00000,0.0000,0,3444.02849,2821.61224,1002.77498,3.20657,5.94744,6.44986,5.05695,0.85027,n/a,
126,2971.96687,1122.47974,0.00000,0.00000,0.0000,0,2142.56589,2931.44835,1010.28311,3.40554,17.83809,18.90229,15.88608,0.89057,n/a,
127,1331.23746,780.81889,0.00000,0.00000,0.0000,0,2038.39563,2927.44375,1012.03782,3.13321,13.64852,15.76523,10.22955,0.74950,n/a,
128,265.88173,241.34855,0.00000,0.00000,0.0000,0,2134.96309,2968.45045,1007.13865,3.20453,7.97805,8.76491,6.60990,0.82851,n/a,
129,503.90918,360.12527,0.00000,0.00000,0.0000,0,2051.87634,2907.16562,1008.51878,3.29018,9.87305,10.70661,8.39556,0.85035,n/a,
130,378.14290,289.98413,0.00000,0.00000,0.0000,0,2116.35985,2946.33306,1007.96173,3.29689,8.97193,9.60754,7.82407,0.87206,n/a,
131,9085.55848,2371.80944,0.00000,0.00000,0.0000,0,3029.76953,4034.05804,1017.16800,3.41769,25.88914,27.47672,22.98387,0.88778,n/a,
132,3549.16937,1269.32017,0.00000,0.00000,0.0000,0,2043.30390,2871.81110,1016.04491,3.43506,18.92530,20.10068,16.77671,0.88647,n/a,
133,915.25213,511.72828,0.00000,0.00000,0.0000,0,2095.43721,2917.76581,1016.92990,3.42202,12.04613,12.76276,10.73131,0.89085,n/a,
134,412.18702,303.59215,0.00000,0.00000,0.0000,0,2156.85312,2997.66836,1014.76738,3.37766,9.23348,9.83038,8.14620,0.88225,n/a,
135,242.66983,228.09435,0.00000,0.00000,0.0000,0,2170.96581,3059.84703,1013.14687,3.13403,7.73878,8.52084,6.38341,0.82486,n/a,
136,552.02111,362.23284,0.00000,0.00000,0.0000,0,2098.92325,2857.70120,1015.91917,3.41221,10.17776,10.73789,9.14364,0.89839,n/a,
137,239.57491,211.27753,0.00000,0.00000,0.0000,0,3498.02622,2524.58122,1014.24620,3.31291,7.70574,8.20071,6.80361,0.88293,n/a,
138,1728.65327,797.27424,0.00000,0.00000,0.0000,0,2118.08903,3019.02853,1020.15720,3.34764,14.89029,15.93048,13.00922,0.87367,n/a,
139,1218.61052,1194.80364,0.00000,0.00000,0.0000,0,3503.13275,3546.34131,1014.00275,2.17357,13.25222,19.50174,6.11955,0.46178,n/a,
140,2.25085,10.26366,0.00000,0.00000,0.0000,0,3474.43772,3559.94850,1013.37767,2.64967,1.62598,1.80749,1.31582,0.80924,n/a,
141,3.93899,16.62923,0.00000,0.00000,0.0000,0,3202.90352,3661.96135,1012.62758,2.49284,1.95943,2.30071,1.42123,0.72533,n/a,
142,28.97970,72.31638,0.00000,0.00000,0.0000,0,3174.86152,3672.57807,1012.97377,2.64508,3.81094,4.79781,2.40441,0.63092,n/a,
143,0.56271,3.89810,0.00000,0.00000,0.0000,0,3168.39917,3675.46305,1012.62758,2.54034,1.02431,1.11391,0.86613,0.84558,n/a,
144,13.08307,40.63085,0.00000,0.00000,0.0000,0,3153.39728,3680.82087,1012.84189,2.56378,2.92350,3.59628,1.93199,0.66085,n/a,
145,28.26224,74.11981,0.00000,0.00000,0.0000,0,3143.70375,3684.23339,1012.97377,2.49114,3.77922,4.85727,2.28783,0.60537,n/a,
146,3.93899,16.62923,0.00000,0.00000,0.0000,0,3135.39501,3687.46456,1012.62758,2.49284,1.95943,2.30071,1.42123,0.72533,n/a,
147,16.45935,45.13198,0.00000,0.00000,0.0000,0,3129.20673,3689.71485,1012.81510,2.65705,3.15601,3.79024,2.18816,0.69333,n/a,
148,32.34191,76.42269,0.00000,0.00000,0.0000,0,3120.28596,3693.14385,1013.05620,2.53694,3.95296,4.93215,2.53919,0.64235,n/a,
149,2.25085,10.26366,0.00000,0.00000,0.0000,0,3112.14208,3696.46570,1012.62758,2.64967,1.62598,1.80749,1.31582,0.80924,n/a,
150,2.25085,10.26366,0.00000,0.00000,0.0000,0,3109.14170,3697.96589,1012.62758,2.64967,1.62598,1.80749,1.31582,0.80924,n/a,
151,0.56271,3.89810,0.00000,0.00000,0.0000,0,3105.39123,3699.46607,1012.62758,2.54034,1.02431,1.11391,0.86613,0.84558,n/a,
152,10.69154,35.29212,0.00000,0.00000,0.0000,0,3094.63988,3702.96652,1012.62758,2.58978,2.73326,3.35169,1.81766,0.66502,n/a,
153,213.26810,210.78748,0.00000,0.00000,0.0000,0,3460.10983,2811.78902,1016.93247,3.10268,7.41269,8.19120,6.07061,0.81895,n/a,
154,6782.51627,1942.47203,0.00000,0.00000,0.0000,0,2152.24696,2900.27704,1027.32291,3.43869,23.48537,24.86580,20.95016,0.89205,n/a,
155,852.79102,509.90845,0.00000,0.00000,0.0000,0,2101.05780,3022.87509,1019.65720,3.28571,11.76562,12.74005,10.03464,0.85288,n/a,
156,4790.93552,1614.77056,0.00000,0.00000,0.0000,0,2132.69104,2877.05536,1027.39441,3.47843,20.91577,22.67151,17.80167,0.85111,n/a,
157,385.88020,297.55877,0.00000,0.00000,0.0000,0,2139.59187,2990.37261,1020.69884,3.28660,9.03271,9.73221,7.78092,0.86142,n/a,
158,403.74633,299.87695,0.00000,0.00000,0.0000,0,2163.77260,3045.13364,1020.50952,3.33012,9.17001,9.77005,8.07824,0.88094,n/a,
159,1178.46097,628.62149,0.00000,0.00000,0.0000,0,2198.39288,3065.35546,1022.57576,3.26515,13.10506,14.14554,11.24805,0.85830,n/a,
160,267.99190,231.37105,0.00000,0.00000,0.0000,0,2555.17485,3914.91086,1021.71696,3.32277,7.99910,8.58182,6.94967,0.86881,n/a,
