File name,Z position,Number of objects,Total ROI area,Object area,Percent object area,Total ROI perimeter,Object perimeter,Object perimeter / area ratio,Average object area,Average object area-equivalent circle diameter,Surface convexity index,Euler number,Number of closed pores,Area of closed pores,Perimeter of closed pores,Closed porosity (percent),Area of open pore space,Total area of pore space,Open porosity (percent),Total porosity (percent),Centroid (x),Centroid (y),Moment of inertia (x),Moment of inertia (y),Polar Moment of inertia,Product of inertia,Principal moment of inertia (max),Principal moment of inertia (min),Total orientation,Eccentricity,Structure thickness (plate model),Structure separation (plate model),Structure linear density (plate model),Fractal dimension,Intersection perimeter,
,Pos.Z,Obj.N,T.Ar,Obj.Ar,Obj.Ar/T.Ar,T.Pm,Obj.Pm,Obj.Pm/Obj.Ar,Av.Obj.Ar,Av.Obj.ECDa,SCv.I,Eu.N,Po.N(cl),Po.Ar(cl),Po.Pm(cl),Po(cl),Po.Ar(op),Po.Ar(tot),Po(op),Po(tot),Crd.X,Crd.Y,MMI(x),MMI(y),MMI(polar),Pr.In,MMI(max),MMI(min),T.Or,Ecc,St.Th(pl),St.Sp(pl),St.Li.Dn(pl),FD,i.Pm,
,um,,um^2,um^2,,um,um,1/um,um^2,um,1/um,,,um^2,um,,um^2,um^2,,,um,um,um^4,um^4,um^4,um^4,um^4,um^4,°,,um,um,1/um,,um,
ax13_rc05_meghan__rec00002600.bmp,1559.95580,7,1016333.82530,12668.94206,1.24653,3770.52269,875.69510,0.06912,1809.84887,48.00387,0.05042,7,0,0.00000,0.00000,0.00000,1003664.88324,1003664.88324,98.75347,98.75347,575.38370,783.57780,1033719805.15151,664364969.12393,1698084774.27543,-349239508.60610,1244104386.19061,453980388.08482,121.06508,0.79125,28.93460,2292.27018,0.00043,0.96337,0.00000,
ax13_rc05_meghan__rec00002599.bmp,1559.35582,7,1016333.82530,12381.13837,1.21822,3770.52269,879.87732,0.07107,1768.73405,47.45548,0.05075,7,0,0.00000,0.00000,0.00000,1003952.68693,1003952.68693,98.78178,98.78178,574.18373,783.57780,1013822217.58399,632789028.13236,1646611245.71635,-334069733.74775,1207882221.04404,438729024.67231,120.15216,0.79293,28.14287,2282.02879,0.00043,0.96473,0.00000,
ax13_rc05_meghan__rec00002598.bmp,1558.75583,7,1016333.82530,12091.89476,1.18976,3770.52269,878.88324,0.07268,1727.41354,46.89788,0.04865,7,0,0.00000,0.00000,0.00000,1004241.93054,1004241.93054,98.81024,98.81024,572.98377,784.17778,993624357.83502,601502829.83187,1595127187.66689,-318579174.39270,1171639139.06143,423488048.60546,119.19546,0.79697,27.51650,2285.26814,0.00043,0.97010,0.00000,
ax13_rc05_meghan__rec00002597.bmp,1558.15585,7,1016878.56443,11786.90205,1.15913,3771.01973,870.39819,0.07384,1683.84315,46.30265,0.04917,7,0,0.00000,0.00000,0.00000,1005091.66239,1005091.66239,98.84087,98.84087,571.18382,784.17778,971845841.41034,567132515.23402,1538978356.64436,-302048236.24155,1133056718.28251,405921638.36185,118.08998,0.79835,27.08393,2309.49850,0.00043,0.96775,0.00000,
ax13_rc05_meghan__rec00002596.bmp,1557.55587,7,1016878.56443,11453.60593,1.12635,3771.01973,856.88243,0.07481,1636.22942,45.64331,0.05171,7,0,0.00000,0.00000,0.00000,1005424.95850,1005424.95850,98.87365,98.87365,568.78388,784.17778,948362293.23147,528683245.91898,1477045539.15045,-284811277.86629,1092288355.36348,384757183.78697,116.80922,0.80353,26.73320,2346.70457,0.00042,0.96559,0.00000,
ax13_rc05_meghan__rec00002595.bmp,1556.95589,7,1016878.56443,11107.62054,1.09233,3771.01973,846.84596,0.07624,1586.80293,44.94864,0.05237,7,0,0.00000,0.00000,0.00000,1005770.94389,1005770.94389,98.90767,98.90767,566.38395,783.57780,922210302.03383,491971408.29675,1414181710.33058,-267184625.92746,1050112721.45522,364068988.87537,115.58064,0.80342,26.23292,2375.33386,0.00042,0.96328,0.00000,
ax13_rc05_meghan__rec00002594.bmp,1556.35590,7,1016878.56443,10783.63890,1.06046,3771.01973,839.64617,0.07786,1540.51984,44.28827,0.04980,7,0,0.00000,0.00000,0.00000,1006094.92553,1006094.92553,98.93954,98.93954,564.58400,782.97782,897479145.23752,458359164.71603,1355838309.95355,-250992361.40508,1011391424.89887,344446885.05467,114.41081,0.80842,25.68615,2396.47358,0.00041,0.96260,0.00000,
ax13_rc05_meghan__rec00002593.bmp,1555.75592,7,1016878.56443,10443.90815,1.02706,3771.01973,822.14372,0.07872,1491.98688,43.58505,0.05202,7,0,0.00000,0.00000,0.00000,1006434.65628,1006434.65628,98.97294,98.97294,562.18407,782.37783,871549819.77118,423286069.16441,1294835888.93559,-234645554.51554,971907749.82525,322928139.11034,113.15640,0.81221,25.40653,2448.31806,0.00040,0.95981,0.00000,
ax13_rc05_meghan__rec00002592.bmp,1555.15594,8,1016878.56443,10072.36421,0.99052,3771.01973,807.42799,0.08016,1259.04553,40.03831,0.05246,8,0,0.00000,0.00000,0.00000,1006806.20022,1006806.20022,99.00948,99.00948,559.18416,781.77785,844093508.30796,384502210.59558,1228595718.90353,-218453625.79126,931359410.02923,297236308.87430,111.77528,0.82234,24.94926,2493.86005,0.00040,0.95355,0.00000,
ax13_rc05_meghan__rec00002591.bmp,1554.55595,8,1016878.56443,9690.11087,0.95293,3771.01973,802.27666,0.08279,1211.26386,39.27122,0.06029,8,0,0.00000,0.00000,0.00000,1007188.45356,1007188.45356,99.04707,99.04707,555.58426,780.57788,814338124.02972,343117990.22515,1157456114.25487,-200448841.97404,888069037.07421,269387077.18066,110.19499,0.83230,24.15653,2510.82576,0.00039,0.93653,0.00000,
