File name,Z position,Number of objects,Total ROI area,Object area,Percent object area,Total ROI perimeter,Object perimeter,Object perimeter / area ratio,Average object area,Average object area-equivalent circle diameter,Surface convexity index,Euler number,Number of closed pores,Area of closed pores,Perimeter of closed pores,Closed porosity (percent),Area of open pore space,Total area of pore space,Open porosity (percent),Total porosity (percent),Centroid (x),Centroid (y),Moment of inertia (x),Moment of inertia (y),Polar Moment of inertia,Product of inertia,Principal moment of inertia (max),Principal moment of inertia (min),Total orientation,Eccentricity,Structure thickness (plate model),Structure separation (plate model),Structure linear density (plate model),Fractal dimension,Intersection perimeter,
,Pos.Z,Obj.N,T.Ar,Obj.Ar,Obj.Ar/T.Ar,T.Pm,Obj.Pm,Obj.Pm/Obj.Ar,Av.Obj.Ar,Av.Obj.ECDa,SCv.I,Eu.N,Po.N(cl),Po.Ar(cl),Po.Pm(cl),Po(cl),Po.Ar(op),Po.Ar(tot),Po(op),Po(tot),Crd.X,Crd.Y,MMI(x),MMI(y),MMI(polar),Pr.In,MMI(max),MMI(min),T.Or,Ecc,St.Th(pl),St.Sp(pl),St.Li.Dn(pl),FD,i.Pm,
,um,,um^2,um^2,,um,um,1/um,um^2,um,1/um,,,um^2,um,,um^2,um^2,,,um,um,um^4,um^4,um^4,um^4,um^4,um^4,°,,um,um,1/um,,um,
ax13_rc06__rec00002649.bmp,1854.30315,77,4622140.39026,28828.63552,0.62371,8039.18851,4462.05122,0.15478,374.39786,21.83342,-0.00391,32,45,637.43092,684.97293,2.16327,4592674.32383,4593311.75475,99.36250,99.37629,1528.80260,935.90159,7556314735.31622,5964572114.39332,13520886849.70954,-2572043225.06726,9452806233.69574,4068080616.01380,126.40314,0.74933,12.92170,2058.83417,0.00048,0.93383,71.94734,
ax13_rc06__rec00002648.bmp,1853.60315,82,4622140.39026,29200.97553,0.63176,8039.18851,4426.78182,0.15160,356.10946,21.29349,-0.00609,41,41,566.56443,608.70548,1.90330,4592372.85030,4592939.41473,99.35598,99.36824,1526.70260,938.70160,7647381044.32402,5986006072.65471,13633387116.97874,-2611870160.31208,9557479473.77917,4075907643.19957,126.17854,0.75511,13.19287,2075.06925,0.00048,0.92949,72.03227,
ax13_rc06__rec00002647.bmp,1852.90315,79,4622140.39026,29583.60558,0.64004,8039.18851,4354.29225,0.14719,374.47602,21.83570,-0.00424,39,40,525.95554,576.57578,1.74681,4592030.82914,4592556.78468,99.34858,99.35996,1523.90259,942.20160,7750939079.96000,6019108467.01367,13770047546.97367,-2667536193.02571,9689584106.06779,4080463440.90588,126.00796,0.75637,13.58825,2109.43893,0.00047,0.93344,73.02222,
ax13_rc06__rec00002646.bmp,1852.20315,73,4622140.39026,29936.71303,0.64768,8039.18851,4307.58262,0.14389,410.09196,22.85050,-0.00690,35,38,477.93537,546.01593,1.57140,4591725.74185,4592203.67723,99.34198,99.35232,1521.10259,946.40161,7823132833.44370,6058450781.43635,13881583614.88004,-2722993281.37829,9803171603.44903,4078412011.43102,126.02297,0.76067,13.89954,2132.14885,0.00047,0.93417,72.32222,
ax13_rc06__rec00002645.bmp,1851.50315,72,4622140.39026,30277.93794,0.65506,8039.18851,4273.27403,0.14113,420.52692,23.13939,-0.01187,34,38,462.74532,543.93653,1.50532,4591399.70700,4591862.45232,99.33493,99.34494,1517.60258,949.90161,7886639687.72108,6116430913.26867,14003070600.98975,-2785208614.53934,9923999466.70653,4079071134.28321,126.18520,0.76421,14.17084,2149.10742,0.00046,0.93219,72.81719,
ax13_rc06__rec00002644.bmp,1850.80315,72,4622140.39026,30608.13782,0.66221,8039.18851,4220.48399,0.13789,425.11303,23.26523,0.00022,37,35,354.33245,457.65800,1.14439,4591177.91999,4591532.25245,99.33013,99.33779,1514.80258,952.70162,7938252745.81958,6177823749.56013,14116076495.37971,-2844173077.28676,10035301765.80185,4080774729.57786,126.40188,0.76722,14.50456,2175.83209,0.00046,0.93947,72.32222,
ax13_rc06__rec00002643.bmp,1850.10315,77,4622140.39026,30865.51119,0.66778,8039.18851,4174.70603,0.13525,400.85079,22.59157,0.01381,44,33,329.83237,424.67905,1.05731,4590945.04670,4591274.87907,99.32509,99.33222,1512.00257,955.50162,7979700012.17466,6211627331.12558,14191327343.30024,-2897626799.98434,10125145693.93636,4066181649.36388,126.51679,0.77193,14.78691,2199.56799,0.00045,0.93171,73.02222,
ax13_rc06__rec00002642.bmp,1849.40314,78,4623433.99466,31024.39423,0.67102,8040.58851,4133.70798,0.13324,397.74864,22.50398,0.01096,48,30,337.42740,433.31927,1.07592,4592072.17303,4592409.60043,99.32168,99.32898,1509.20257,959.00163,7998104485.86043,6229051689.97060,14227156175.83103,-2968685494.68350,10211235350.26809,4015920825.56294,126.70423,0.77511,15.01044,2221.93228,0.00045,0.92306,71.24734,
ax13_rc06__rec00002641.bmp,1848.70314,80,4624760.42917,31310.06520,0.67701,8041.98851,4073.20940,0.13009,391.37582,22.32297,0.01985,49,31,303.12728,404.05993,0.95886,4593147.23669,4593450.36397,99.31644,99.32299,1504.30256,962.50164,8043243922.52918,6307744298.21984,14350988220.74902,-3032684551.13888,10329882374.87381,4021105845.87521,127.01622,0.77641,15.37366,2255.44524,0.00044,0.91398,75.20715,
ax13_rc06__rec00002640.bmp,1848.00314,77,4624760.42917,31493.69333,0.68098,8041.98851,4004.79120,0.12716,409.00900,22.82031,0.02586,49,28,284.81347,367.63073,0.89625,4592981.92238,4593266.73584,99.31286,99.31902,1500.80255,965.30164,8058495136.65085,6346458536.00089,14404953672.65174,-3099413068.65678,10417928391.03039,3987025281.62135,127.28026,0.78173,15.72801,2293.88575,0.00043,0.91079,77.88705,
ax13_rc06__rec00002639.bmp,1847.30314,74,4624760.42917,31617.54125,0.68366,8041.98851,3937.33381,0.12453,427.26407,23.32401,0.02030,46,28,284.13972,364.66087,0.89067,4592858.74821,4593142.88792,99.31020,99.31634,1498.70255,968.10165,8068805533.62415,6352621753.06284,14421427286.68700,-3153917129.46868,10479278305.65651,3942148981.03048,127.38992,0.78741,16.06038,2333.12343,0.00043,0.91392,78.29710,
ax13_rc06__rec00002638.bmp,1846.60314,73,4624760.42917,31751.25045,0.68655,8041.98851,3928.82223,0.12374,434.94864,23.53282,0.01269,45,28,283.40471,380.25989,0.88468,4592725.77400,4593009.17872,99.30732,99.31345,1495.90254,970.90165,8073870739.27498,6373237504.53033,14447108243.80531,-3210021983.78345,10544288902.96431,3902819340.84101,127.58172,0.78859,16.16324,2338.10995,0.00042,0.91569,78.00715,
